rank,cell_id,latitude,longitude,predicted_violations,actual_violations
582,4825_27972,13.040541,77.588591,0.23,1
583,4788_27968,12.940541,77.577495,0.23,0
584,4775_28011,12.905405,77.696769,0.23,0
585,4812_27950,13.005405,77.527567,0.22,1
586,4785_28007,12.932432,77.685673,0.22,0
587,4855_27980,13.121622,77.610781,0.22,0
588,4802_27963,12.978378,77.563626,0.22,0
589,4835_27974,13.067568,77.594138,0.22,0
590,4809_27969,12.997297,77.580269,0.22,0
591,4835_27951,13.067568,77.530341,0.22,0
592,4801_27983,12.975676,77.619102,0.22,4
593,4800_27955,12.972973,77.541436,0.22,0
594,4782_28003,12.924324,77.674578,0.22,0
595,4775_27971,12.905405,77.585817,0.22,0
596,4832_27973,13.059459,77.591364,0.22,0
597,4824_27972,13.037838,77.588591,0.22,0
598,4818_27997,13.021622,77.657935,0.22,0
599,4796_28013,12.962162,77.702316,0.22,0
600,4802_27986,12.978378,77.627424,0.22,1
601,4806_27974,12.989189,77.594138,0.22,0
602,4806_27942,12.989189,77.505377,0.22,4
603,4793_27969,12.954054,77.580269,0.22,0
604,4794_27959,12.956757,77.552531,0.22,0
605,4794_27964,12.956757,77.5664,0.22,0
606,4793_27970,12.954054,77.583043,0.22,0
607,4805_27953,12.986486,77.535888,0.22,0
608,4791_27949,12.948649,77.524793,0.22,0
609,4804_27963,12.983784,77.563626,0.22,0
610,4787_28010,12.937838,77.693995,0.22,0
611,4794_28014,12.956757,77.70509,0.22,0
612,4816_27951,13.016216,77.530341,0.21,0
613,4777_27967,12.910811,77.574722,0.21,0
614,4806_27943,12.989189,77.50815,0.21,5
615,4811_28021,13.002703,77.724506,0.21,0
616,4808_27982,12.994595,77.616328,0.21,1
617,4803_27974,12.981081,77.594138,0.21,0
618,4795_27961,12.959459,77.558079,0.21,0
619,4805_28015,12.986486,77.707864,0.21,0
620,4783_28006,12.927027,77.6829,0.21,0
621,4774_28003,12.902703,77.674578,0.21,1
622,4789_27971,12.943243,77.585817,0.21,0
623,4774_27974,12.902703,77.594138,0.21,0
624,4790_27969,12.945946,77.580269,0.21,0
625,4805_27958,12.986486,77.549757,0.21,1
626,4804_28031,12.983784,77.752244,0.21,0
627,4798_27977,12.967568,77.60246,0.21,0
628,4836_27974,13.07027,77.594138,0.21,0
629,4792_27973,12.951351,77.591364,0.21,0
630,4878_28006,13.183784,77.6829,0.21,0
631,4821_27955,13.02973,77.541436,0.21,0
632,4743_28008,12.818919,77.688447,0.21,0
633,4787_27977,12.937838,77.60246,0.21,5
634,4786_28008,12.935135,77.688447,0.21,0
635,4801_27985,12.975676,77.62465,0.21,1
636,4845_27976,13.094595,77.599686,0.2,0
637,4779_27968,12.916216,77.577495,0.2,0
638,4847_27975,13.1,77.596912,0.2,0
639,4767_27958,12.883784,77.549757,0.2,0
640,4802_27992,12.978378,77.644066,0.2,0
641,4794_28012,12.956757,77.699542,0.2,0
642,4817_27951,13.018919,77.530341,0.2,3
643,4788_27971,12.940541,77.585817,0.2,1
644,4787_28029,12.937838,77.746697,0.2,0
645,4832_27928,13.059459,77.466544,0.2,0
646,4795_27996,12.959459,77.655162,0.2,0
647,4795_27960,12.959459,77.555305,0.2,0
648,4809_28002,12.997297,77.671804,0.2,1
649,4841_27989,13.083784,77.635745,0.2,0
650,4797_27955,12.964865,77.541436,0.2,0
651,4779_27975,12.916216,77.596912,0.2,0
652,4800_27993,12.972973,77.64684,0.2,0
653,4778_27966,12.913514,77.571948,0.2,0
654,4786_27979,12.935135,77.608007,0.2,0
655,4845_27974,13.094595,77.594138,0.2,4
656,4765_27956,12.878378,77.54421,0.2,0
657,4775_27990,12.905405,77.638519,0.2,0
658,4802_27989,12.978378,77.635745,0.2,0
659,4804_28015,12.983784,77.707864,0.2,0
660,4803_27975,12.981081,77.596912,0.2,0
661,4786_27977,12.935135,77.60246,0.2,3
662,4810_27982,13.0,77.616328,0.2,0
663,4786_27984,12.935135,77.621876,0.2,0
664,4790_27965,12.945946,77.569174,0.2,3
665,4797_27991,12.964865,77.641293,0.2,0
666,4801_27976,12.975676,77.599686,0.2,2
667,4802_27957,12.978378,77.546984,0.2,0
668,4831_27973,13.056757,77.591364,0.19,0
669,4814_27956,13.010811,77.54421,0.19,0
670,4798_27974,12.967568,77.594138,0.19,0
671,4776_27958,12.908108,77.549757,0.19,0
672,4787_28014,12.937838,77.70509,0.19,0
673,4804_27976,12.983784,77.599686,0.19,0
674,4832_27995,13.059459,77.652388,0.19,0
675,4799_28012,12.97027,77.699542,0.19,0
676,4775_27988,12.905405,77.632971,0.19,0
677,4777_27968,12.910811,77.577495,0.19,0
678,4795_27951,12.959459,77.530341,0.19,0
679,4776_27957,12.908108,77.546984,0.19,0
680,4764_27982,12.875676,77.616328,0.19,0
681,4798_27994,12.967568,77.649614,0.19,0
682,4801_28011,12.975676,77.696769,0.19,0
683,4833_27972,13.062162,77.588591,0.19,0
684,4791_27952,12.948649,77.533115,0.19,0
685,4801_28016,12.975676,77.710638,0.19,0
686,4768_27962,12.886486,77.560853,0.19,0
687,4779_27969,12.916216,77.580269,0.19,0
688,4787_27980,12.937838,77.610781,0.19,0
689,4800_27970,12.972973,77.583043,0.19,0
690,4799_27987,12.97027,77.630197,0.19,0
691,4807_27961,12.991892,77.558079,0.19,0
692,4811_27965,13.002703,77.569174,0.19,1
693,4782_27983,12.924324,77.619102,0.19,1
694,4811_27949,13.002703,77.524793,0.19,0
695,4782_27995,12.924324,77.652388,0.19,0
696,4802_27970,12.978378,77.583043,0.19,1
697,4802_27987,12.978378,77.630197,0.19,0
698,4826_27973,13.043243,77.591364,0.19,0
699,4757_27999,12.856757,77.663483,0.19,0
700,4801_27981,12.975676,77.613555,0.19,0
701,4785_28010,12.932432,77.693995,0.19,0
702,4828_27966,13.048649,77.571948,0.19,0
703,4795_27997,12.959459,77.657935,0.19,0
704,4799_27976,12.97027,77.599686,0.19,0
705,4781_27976,12.921622,77.599686,0.19,0
706,4780_27968,12.918919,77.577495,0.19,0
707,4774_27986,12.902703,77.627424,0.19,0
708,4797_27966,12.964865,77.571948,0.19,0
709,4775_27955,12.905405,77.541436,0.19,0
710,4813_27968,13.008108,77.577495,0.19,2
711,4796_27990,12.962162,77.638519,0.19,0
712,4813_27957,13.008108,77.546984,0.19,0
713,4824_27964,13.037838,77.5664,0.19,1
714,4762_27997,12.87027,77.657935,0.19,0
715,4790_27950,12.945946,77.527567,0.19,0
716,4780_27995,12.918919,77.652388,0.19,0
717,4764_28002,12.875676,77.671804,0.18,0
718,4798_27976,12.967568,77.599686,0.18,0
719,4830_27973,13.054054,77.591364,0.18,0
720,4798_27979,12.967568,77.608007,0.18,0
721,4795_27966,12.959459,77.571948,0.18,0
722,4829_27987,13.051351,77.630197,0.18,0
723,4792_28019,12.951351,77.718959,0.18,0
724,4790_27973,12.945946,77.591364,0.18,5
725,4786_27953,12.935135,77.535888,0.18,0
726,4830_27974,13.054054,77.594138,0.18,0
727,4829_27949,13.051351,77.524793,0.18,0
728,4830_28035,13.054054,77.76334,0.18,0
729,4767_27975,12.883784,77.596912,0.18,0
730,4829_27973,13.051351,77.591364,0.18,0
731,4794_28024,12.956757,77.732828,0.18,0
732,4798_27993,12.967568,77.64684,0.18,0
733,4832_27972,13.059459,77.588591,0.18,0
734,4755_27997,12.851351,77.657935,0.18,0
735,4756_27999,12.854054,77.663483,0.18,0
736,4759_27951,12.862162,77.530341,0.18,0
737,4799_27980,12.97027,77.610781,0.18,0
738,4799_27977,12.97027,77.60246,0.18,0
739,4761_27953,12.867568,77.535888,0.18,0
740,4803_27993,12.981081,77.64684,0.18,0
741,4855_27981,13.121622,77.613555,0.18,0
742,4854_27980,13.118919,77.610781,0.18,0
743,4847_27972,13.1,77.588591,0.18,0
744,4847_27968,13.1,77.577495,0.18,0
745,4844_27974,13.091892,77.594138,0.18,2
746,4841_27990,13.083784,77.638519,0.18,0
747,4799_27971,12.97027,77.585817,0.18,0
748,4837_27988,13.072973,77.632971,0.18,0
749,4803_27991,12.981081,77.641293,0.18,1
750,4837_27973,13.072973,77.591364,0.18,0
751,4763_27974,12.872973,77.594138,0.18,0
752,4836_27988,13.07027,77.632971,0.18,0
753,4763_27996,12.872973,77.655162,0.18,0
754,4803_27986,12.981081,77.627424,0.18,0
755,4786_27978,12.935135,77.605233,0.18,0
756,4835_27969,13.067568,77.580269,0.18,0
757,4792_27948,12.951351,77.522019,0.18,0
758,4803_27982,12.981081,77.616328,0.18,0
759,4791_27966,12.948649,77.571948,0.18,0
760,4790_28011,12.945946,77.696769,0.18,0
761,4803_27987,12.981081,77.630197,0.18,0
762,4800_27980,12.972973,77.610781,0.18,0
763,4827_27986,13.045946,77.627424,0.18,0
764,4800_27987,12.972973,77.630197,0.18,0
765,4812_28008,13.005405,77.688447,0.18,0
766,4806_27980,12.989189,77.610781,0.18,0
767,4780_27975,12.918919,77.596912,0.18,0
768,4803_28010,12.981081,77.693995,0.18,0
769,4779_27995,12.916216,77.652388,0.18,0
770,4797_27956,12.964865,77.54421,0.18,0
771,4779_27974,12.916216,77.594138,0.18,0
772,4787_28013,12.937838,77.702316,0.18,0
773,4813_28008,13.008108,77.688447,0.18,0
774,4801_27951,12.975676,77.530341,0.18,0
775,4779_27940,12.916216,77.499829,0.18,0
776,4798_27954,12.967568,77.538662,0.18,0
777,4777_27995,12.910811,77.652388,0.18,0
778,4815_27937,13.013514,77.491508,0.18,0
779,4777_27985,12.910811,77.62465,0.18,0
780,4796_27991,12.962162,77.641293,0.18,0
781,4812_27984,13.005405,77.621876,0.18,0
782,4802_27991,12.978378,77.641293,0.18,0
783,4807_27973,12.991892,77.591364,0.18,0
784,4801_27984,12.975676,77.621876,0.18,0
785,4810_27936,13.0,77.488734,0.18,0
786,4796_27950,12.962162,77.527567,0.18,0
787,4810_27975,13.0,77.596912,0.18,0
788,4787_27978,12.937838,77.605233,0.18,0
789,4810_27981,13.0,77.613555,0.18,0
790,4811_27959,13.002703,77.552531,0.18,0
791,4782_27967,12.924324,77.574722,0.18,0
792,4811_27981,13.002703,77.613555,0.18,0
793,4811_27988,13.002703,77.632971,0.18,0
794,4811_27999,13.002703,77.663483,0.18,0
795,4807_27979,12.991892,77.608007,0.18,0
796,4809_28008,12.997297,77.688447,0.18,0
797,4782_27970,12.924324,77.583043,0.18,0
798,4802_28016,12.978378,77.710638,0.18,0
799,4802_28017,12.978378,77.713411,0.18,0
800,4771_27965,12.894595,77.569174,0.18,0
801,4817_27973,13.018919,77.591364,0.18,0
802,4822_27984,13.032432,77.621876,0.18,0
803,4822_27985,13.032432,77.62465,0.18,0
804,4822_27986,13.032432,77.627424,0.18,0
805,4785_27982,12.932432,77.616328,0.18,0
806,4823_27967,13.035135,77.574722,0.18,0
807,4823_27984,13.035135,77.621876,0.18,0
808,4823_27985,13.035135,77.62465,0.18,0
809,4805_27972,12.986486,77.588591,0.18,0
810,4824_27947,13.037838,77.519246,0.18,0
811,4824_27967,13.037838,77.574722,0.18,0
812,4824_27985,13.037838,77.62465,0.18,0
813,4805_27962,12.986486,77.560853,0.18,0
814,4827_27940,13.045946,77.499829,0.18,0
815,4771_28003,12.894595,77.674578,0.18,0
816,4793_27966,12.954054,77.571948,0.18,0
817,4793_27967,12.954054,77.574722,0.18,0
818,4787_27937,12.937838,77.491508,0.18,0
819,4800_27976,12.972973,77.599686,0.18,0
820,4789_27950,12.943243,77.527567,0.18,0
821,4800_27986,12.972973,77.627424,0.18,0
822,4803_27973,12.981081,77.591364,0.18,10
823,4818_27973,13.021622,77.591364,0.18,0
824,4807_27995,12.991892,77.652388,0.18,0
825,4795_27944,12.959459,77.510924,0.18,2
826,4819_27974,13.024324,77.594138,0.18,0
827,4795_27990,12.959459,77.638519,0.18,0
828,4821_27969,13.02973,77.580269,0.18,0
829,4805_28029,12.986486,77.746697,0.18,0
830,4784_28010,12.92973,77.693995,0.18,0
831,4820_28020,13.027027,77.721733,0.18,0
832,4795_27950,12.959459,77.527567,0.18,0
833,4785_27973,12.932432,77.591364,0.18,0
834,4799_27979,12.97027,77.608007,0.18,0
835,4819_27973,13.024324,77.591364,0.18,0
